Tra My,Kham Duc,Tien Phuoc,Nong Son,Thanh My,Giao Thuy,Cau Lau,Hoi An,Ai Nghia,Cam Le,Da Nang
-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57
-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57
-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57
-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57
-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57,-1.57
2.01,0.85,0.86,1.69,1.97,0.73,0.65,0.82,0.36,0.72,0.77
2.06,0.92,0.92,1.92,1.02,0.57,0.03,0.12,0.22,0.11,0.07
2.09,1.20,1.64,1.95,1.61,1.05,0.20,0.26,0.51,0.49,0.41
1.23,0.71,0.72,1.16,0.84,0.43,-0.41,-0.31,0.02,-0.30,-0.31
0.90,0.88,1.30,1.57,1.38,1.50,0.34,0.38,0.74,-0.06,0.01
0.80,0.89,0.94,1.24,0.68,0.95,0.32,0.55,0.41,0.01,-0.08
0.83,0.87,0.88,1.12,0.67,1.10,0.71,0.94,0.48,0.32,0.33
0.83,0.77,1.03,1.05,0.91,0.93,0.71,0.99,0.45,0.35,0.37
0.82,0.69,0.85,1.05,0.28,0.70,0.64,0.98,0.25,0.11,0.20
1.00,0.91,1.36,1.40,1.25,1.20,1.17,1.40,0.81,0.90,0.87
1.18,0.95,0.88,1.00,0.50,0.54,0.55,0.78,-0.01,0.54,0.54
1.46,0.60,1.18,1.13,1.03,0.84,0.89,0.85,0.38,1.13,1.28
0.90,0.12,1.38,1.00,0.47,0.61,0.43,0.30,0.44,0.74,0.89
1.08,-0.25,1.54,0.55,-0.22,0.15,0.47,0.20,0.24,0.52,0.65
1.34,-0.23,1.60,1.44,0.89,0.53,0.63,0.50,0.50,0.92,1.23
0.04,-1.15,-0.06,-0.29,-0.47,-0.38,-0.20,-0.26,-0.30,0.03,0.22
0.03,-0.58,0.42,0.41,0.34,-0.07,0.21,0.11,0.09,0.49,0.58
-0.44,-0.69,-0.02,0.02,-0.11,-0.43,-0.12,0.00,-0.28,-0.30,-0.03
-0.17,-0.47,0.20,0.20,0.12,-0.11,-0.50,0.47,-0.13,0.05,0.15
-0.28,-0.51,-0.02,0.23,0.26,0.03,-0.62,0.49,-0.20,0.10,0.19
-0.41,-0.57,-0.18,-0.21,-0.57,-0.29,-0.94,0.08,-0.43,-0.34,-0.29
-0.21,-0.38,0.11,0.24,0.31,0.13,-0.29,0.69,0.04,0.24,0.24
-0.47,-0.77,-0.51,-0.44,-0.62,-0.22,-1.17,0.52,-0.50,-0.19,-0.11
-0.01,-0.20,0.16,-0.25,-0.08,0.14,-1.39,0.18,-0.40,0.11,0.20
-0.88,-1.29,-0.48,-1.43,0.10,-0.77,-0.99,-0.75,-1.47,-0.92,-0.74
-1.52,-1.82,-0.55,-1.93,-0.63,-1.01,-0.99,-0.83,-1.37,-0.97,-0.89
-0.63,-0.03,0.16,-0.48,0.44,0.05,-0.30,-0.06,-0.59,-0.16,-0.19
0.15,0.36,1.20,0.47,0.32,0.58,0.07,0.25,-0.24,0.30,0.12
-0.31,-0.29,0.77,0.76,0.70,0.57,-0.17,0.16,-0.32,0.28,0.03
-0.03,-0.29,0.52,0.86,0.34,0.61,0.16,0.94,0.13,0.67,0.21
0.04,-0.28,0.46,0.64,0.09,0.35,0.29,0.84,0.04,0.66,0.22
-0.03,-0.29,0.42,0.72,0.41,0.39,0.27,0.85,0.03,0.66,0.25
-0.09,-0.62,0.24,0.58,-0.21,0.03,-0.01,0.47,-0.19,0.31,-0.02
-0.22,-0.78,-0.35,0.26,-0.34,-0.28,-0.20,0.27,-0.32,0.06,-0.14
-0.00,-1.00,-0.36,-0.05,-1.04,-0.51,-0.13,0.53,-0.46,0.13,-0.13
-0.29,-1.11,-0.36,-0.37,-0.35,-0.64,-0.20,-0.22,-0.77,-0.14,-0.14
-0.68,-1.98,-0.64,-0.55,-0.37,-0.58,-0.82,-0.66,-0.85,-0.51,-0.33
-0.52,-2.54,-0.45,-0.40,-0.60,-0.43,-0.85,-0.62,-0.83,-0.63,-0.53
-0.91,-3.04,-0.06,-0.44,-0.98,-0.56,-0.70,-0.70,-1.04,-0.63,-0.96
-0.49,-2.49,0.12,-0.13,-1.09,-0.28,-0.58,-0.74,-0.65,-0.62,-0.54
0.23,-0.64,0.57,-0.18,-1.26,-0.45,-1.07,-1.06,-0.84,-0.91,-0.98
0.45,0.11,0.35,-0.04,-0.84,-0.29,-0.85,-1.27,-0.34,-1.13,-1.05
0.41,0.29,0.31,0.10,-0.87,-0.35,-0.72,-1.11,-0.21,-0.95,-0.99
0.35,0.34,0.28,0.10,-0.69,-0.14,-0.42,-0.84,-0.11,-0.63,-0.70
0.41,0.44,0.16,0.08,-0.45,-0.20,-0.43,-0.81,-0.02,-0.65,-0.57
0.43,0.60,0.16,0.11,-0.20,-0.29,-0.42,-0.64,-0.12,-0.69,-0.76
0.35,0.64,-0.59,0.10,0.12,-0.50,-0.41,-0.97,-0.24,-0.70,-0.78
-0.01,0.13,-0.31,0.47,0.55,0.14,-0.12,-0.66,-0.11,-0.57,-0.56
0.22,-0.02,-0.44,0.38,0.40,0.56,0.31,-0.23,-0.04,-0.15,-0.28
0.86,0.23,0.46,0.82,0.88,0.37,0.30,-0.17,0.01,0.15,0.13
1.49,0.56,0.27,0.66,0.65,0.27,0.05,-0.41,-0.29,-0.18,-0.29
0.77,0.22,0.20,-0.08,0.31,-0.22,-0.33,-0.92,-0.45,-0.78,-0.95
0.12,-0.05,0.16,-0.24,-0.51,-0.74,-1.00,-1.67,-0.96,-1.60,-1.85
0.38,0.35,0.45,0.13,-0.13,-0.72,-0.92,-1.80,-0.65,-1.54,-1.67
0.15,0.13,0.14,-0.05,-0.33,-1.01,-1.26,-2.08,-0.88,-1.83,-1.82
-0.11,-0.08,-0.43,-0.42,-0.94,-1.03,-1.34,-1.53,-1.09,-1.50,-1.50
-0.23,-0.12,-0.27,-0.45,-0.89,-1.12,-1.29,-1.54,-0.94,-1.45,-1.46
-0.03,0.00,-0.13,-0.07,-0.54,-0.80,-1.00,-1.26,-0.79,-1.26,-1.26
0.02,-0.15,-0.29,0.21,-0.09,-1.13,-1.09,-1.45,-0.89,-1.09,-1.15
-0.79,-0.79,-1.27,-0.88,-1.31,-1.45,-0.98,-1.23,-0.94,-0.94,-1.04
-0.62,-0.98,-1.37,-1.13,-1.85,-2.49,-1.68,-1.82,-1.11,-1.36,-1.35
-0.53,-0.37,-0.83,-0.62,-1.31,-1.80,-1.40,-1.54,-0.61,-0.73,-0.82
-0.82,-0.65,-1.44,-0.85,-1.47,-1.55,-0.95,-0.99,-0.66,-0.48,-0.64
-0.53,0.17,-0.97,-0.34,-0.73,-1.20,-1.01,-1.08,-0.56,-0.95,-0.99
1.42,1.27,0.29,0.58,-0.12,-0.23,-0.76,-0.76,0.34,-1.11,-1.15
1.02,0.74,0.31,0.54,-0.25,0.20,-0.25,0.18,0.31,-0.78,-0.70
1.20,1.15,0.58,0.65,-0.05,0.48,0.30,0.54,0.49,0.08,-0.43
1.30,1.18,0.52,0.63,-0.03,0.51,0.41,0.68,0.37,0.03,-0.40
1.40,1.37,0.75,1.00,0.29,0.84,0.45,0.77,0.74,-0.03,-0.42
1.39,1.23,0.75,0.83,0.01,0.90,0.61,0.90,0.81,0.39,-0.14
0.89,0.96,0.23,0.82,-0.84,0.71,0.52,0.93,0.23,0.57,-0.10
1.54,1.65,0.49,0.97,-0.87,0.76,0.39,0.08,0.45,0.63,-0.12
0.23,0.71,-1.11,0.43,-0.79,0.13,-0.52,-0.67,0.01,-0.79,-0.80
0.44,0.70,-0.59,0.54,-1.26,-0.29,-0.44,-0.70,-0.15,-1.07,-0.78
-0.30,0.16,-0.28,-0.18,-1.16,-0.60,-0.22,-0.63,-0.10,-0.42,-0.23
-0.10,0.43,-0.11,-0.14,-1.04,-0.61,-0.22,-0.29,-0.20,-0.33,-0.19
-0.28,0.51,-0.47,-0.22,-0.98,-0.09,0.19,-0.10,0.03,-0.32,-0.08
-0.75,-0.12,-0.59,-0.41,-0.81,-0.33,-0.06,-0.30,-0.24,-0.61,-0.27
-0.23,0.20,-0.03,0.11,-0.69,0.04,-0.22,0.20,0.19,-0.75,0.03
-0.20,0.36,-0.16,0.16,-0.36,0.34,-0.09,0.35,0.33,-0.48,0.12
-0.20,0.25,-0.41,0.13,-0.39,0.13,-0.29,0.29,-0.05,-0.81,-0.14
-0.20,0.22,-0.10,0.24,-0.22,0.57,-0.02,0.30,0.45,-0.63,-0.00
-0.04,0.23,0.32,0.11,-0.43,0.36,-0.67,0.23,0.32,-0.86,-0.08
1.29,1.69,1.26,1.04,0.42,0.99,-0.05,0.66,0.74,0.16,0.68
0.78,1.72,0.21,0.30,-0.33,0.51,0.27,0.09,0.18,0.46,0.18
-0.03,1.06,-1.15,-0.50,-0.54,-0.23,-0.38,-0.45,-0.40,0.09,-0.50
0.18,1.17,-0.68,-0.17,-0.56,-0.23,0.01,-0.07,-0.19,0.11,-0.58
-0.04,0.90,-1.13,-0.37,-1.21,-1.17,-0.54,-0.69,-0.85,-0.56,-0.96
0.55,1.61,-0.37,0.42,0.40,0.37,0.72,0.17,0.91,0.75,0.31
0.94,1.67,0.59,1.18,1.79,1.27,1.72,1.34,1.82,1.34,0.89
0.80,1.53,0.65,1.16,2.07,1.35,1.63,1.27,1.93,1.32,0.90
0.84,1.62,0.78,1.30,2.41,1.33,1.80,1.52,2.13,1.32,0.99
0.84,1.64,0.82,1.42,2.42,1.42,1.67,1.48,2.02,1.30,1.07
0.94,1.70,1.03,1.46,2.60,1.77,1.89,1.78,2.27,1.80,1.53
1.02,1.84,1.64,2.32,2.89,2.03,1.79,1.87,1.85,1.18,1.12
0.26,0.82,0.87,1.05,0.89,0.62,0.44,0.57,0.55,0.34,0.33
0.45,0.42,1.07,0.48,-0.64,0.23,0.26,0.49,0.15,0.24,0.18
0.48,0.63,1.40,0.24,0.13,0.04,0.03,0.14,0.20,-0.03,-0.13
0.31,-0.03,0.84,0.16,-0.30,-0.31,-0.33,-0.37,-0.08,-0.47,-0.72
0.30,-0.28,0.39,0.05,-0.61,-0.68,-0.93,-1.02,-0.18,-0.92,-1.12
0.85,0.38,1.16,1.00,0.77,0.33,0.71,0.78,0.98,0.61,-0.13
0.61,0.84,0.78,0.77,0.58,0.64,0.93,0.57,1.06,0.77,0.05
0.56,0.82,0.70,0.71,0.52,0.59,0.94,0.60,1.05,0.77,0.15
0.74,0.94,1.11,0.94,0.34,0.67,1.15,0.74,1.17,1.00,0.36
0.71,0.96,1.24,1.02,0.59,0.82,1.37,1.12,1.28,1.19,0.56
0.70,1.17,1.15,0.99,1.00,0.98,1.59,1.31,1.35,1.59,0.98
0.52,1.68,1.47,1.21,0.97,1.26,1.13,0.45,1.79,0.99,0.79
1.13,1.39,1.43,1.38,1.12,0.73,0.80,0.56,1.29,0.64,0.56
1.08,1.73,2.00,1.87,0.97,0.79,0.61,0.60,1.15,0.51,0.38
1.07,1.31,1.91,1.85,0.15,0.46,0.51,0.59,0.88,0.32,0.27
1.11,1.20,1.87,1.40,-0.09,0.28,0.13,0.21,0.69,0.09,0.05
2.80,2.19,2.99,2.76,1.57,1.88,1.72,1.59,1.98,1.67,1.64
1.10,0.81,1.06,0.97,0.77,1.11,1.59,1.44,1.34,1.61,1.36
0.55,0.28,0.40,0.25,0.40,0.30,0.82,1.04,0.64,1.08,0.80
0.47,0.20,0.26,0.40,0.59,0.66,0.99,0.92,0.77,1.08,0.78
0.35,0.14,0.11,0.30,0.90,0.62,0.86,0.83,0.71,0.90,0.67
0.32,0.17,0.01,0.36,1.05,0.66,1.06,1.11,0.74,0.94,0.70
-0.48,-0.66,-1.33,-0.70,-0.56,-0.71,-0.72,-0.72,-0.85,-0.80,-0.86
-0.42,-0.77,-1.23,-0.66,-0.51,-0.59,-0.75,-1.15,-0.82,-1.02,-1.09
-0.83,-1.05,-0.88,-0.05,-1.00,0.17,-0.13,-0.53,-0.39,-0.20,-0.49
-1.09,-0.76,-1.18,0.19,-1.03,-0.31,-0.55,-0.81,-0.68,-0.42,-0.64
-1.22,-0.20,-1.71,0.08,-0.42,-0.08,0.09,-0.07,-0.41,0.08,-0.11
-0.34,0.99,-0.70,1.13,-0.03,0.48,0.39,0.41,0.09,0.36,0.29
-0.32,0.41,-0.13,1.10,0.05,0.60,0.10,0.09,-0.09,-0.24,-0.34
-0.36,0.07,0.07,0.76,0.48,1.09,0.31,0.26,-0.07,0.11,-0.14
0.46,0.44,0.84,0.98,0.72,0.92,0.75,0.87,0.12,0.26,0.18
0.33,0.23,0.59,0.55,0.55,0.50,0.56,0.59,-0.10,-0.00,-0.00
0.36,0.13,0.84,0.46,0.33,0.40,0.34,0.29,-0.22,-0.21,-0.19
0.28,-0.13,0.71,0.10,0.07,0.10,0.07,-0.17,-0.52,-0.45,-0.41
0.50,0.13,0.72,0.14,0.09,0.02,0.35,0.24,-0.37,0.05,0.05
0.95,0.38,1.20,0.01,-0.44,-0.50,0.40,0.26,-0.77,-0.34,-0.19
0.33,0.22,-0.51,-1.15,-0.30,-0.87,-0.13,-0.61,-0.90,-0.91,-0.62
0.82,0.81,0.25,-0.99,-0.20,-0.26,-0.08,-0.35,-0.30,-0.32,-0.08
0.19,0.15,-0.61,-1.80,-0.66,-0.83,-0.59,-0.67,-0.70,-0.86,-0.26
0.23,-0.03,-1.01,-2.13,-1.50,-0.87,-0.74,-0.81,-0.91,-0.91,-0.34
0.22,-0.00,-0.32,-1.28,-0.46,0.49,0.19,0.24,0.09,0.23,0.91
0.91,0.60,-0.11,-0.04,-0.41,0.80,0.13,0.01,0.31,0.53,2.06
1.20,0.44,0.46,0.00,0.19,1.57,1.24,0.00,1.17,1.78,2.90
1.12,0.41,0.47,0.07,0.23,1.43,1.39,0.07,1.02,1.77,2.73
1.22,0.46,0.57,0.14,0.57,1.49,1.50,0.15,1.16,1.84,2.68
1.22,0.56,0.80,0.42,1.11,1.64,1.68,0.37,1.29,1.90,2.72
1.12,0.47,0.56,0.31,0.66,1.08,1.11,-0.49,0.85,1.50,2.37
1.25,0.14,0.74,-0.30,1.09,1.76,1.61,-0.59,1.06,1.66,2.26
0.65,0.22,0.36,0.40,0.43,0.08,0.24,-0.42,-0.38,0.04,-0.07
0.21,-0.26,0.21,-0.03,-0.19,-0.50,-0.80,-0.61,-0.78,-0.95,-0.97
0.16,-0.36,0.03,-0.32,-0.64,-0.58,-0.73,-0.71,-0.77,-1.05,-1.28
-0.12,-0.69,-0.06,-0.40,-0.56,-0.72,-1.23,-1.05,-0.69,-1.64,-1.24
-0.04,-0.53,-0.03,-0.05,-0.70,-0.67,-0.58,-0.40,-0.84,-0.59,-0.30
-0.62,-0.96,-0.25,-1.04,-1.40,-2.25,-1.62,-1.48,-2.05,-1.15,-0.80
-0.90,-1.29,-0.52,-1.40,-1.54,-2.05,-1.55,-1.17,-1.91,-1.14,-0.69
-0.84,-1.30,-0.54,-1.15,-1.54,-1.74,-1.39,-1.13,-1.78,-1.21,-0.74
-0.98,-1.32,-1.08,-1.29,-1.36,-1.35,-1.25,-1.02,-1.47,-1.05,-0.63
-0.90,-1.23,-1.08,-1.37,-1.36,-1.36,-0.96,-0.76,-1.47,-0.77,-0.60
-0.69,-1.20,-0.75,-1.36,-1.14,-1.30,-1.12,-0.90,-1.37,-1.15,-0.97
-0.68,-1.18,-0.89,-1.25,-0.70,-1.23,-1.04,-0.55,-1.28,-1.16,-1.02
0.10,-0.25,-0.16,-0.03,0.47,-0.20,-0.55,-0.56,-0.32,-0.97,-0.93
0.48,0.33,-0.21,-0.01,1.04,-0.43,-0.73,-0.57,-0.20,-0.86,-0.94
0.81,1.13,0.24,0.41,1.21,-0.33,-0.66,-0.50,0.01,-0.57,-0.49
-0.04,0.56,-0.75,-0.37,0.44,-0.94,-1.11,-1.13,-0.56,-1.18,-1.06
0.03,1.03,-0.07,0.23,1.10,0.10,-0.16,-0.17,-0.03,0.01,0.03
0.18,0.95,-0.00,0.03,0.62,-0.70,-1.06,-0.80,-0.44,-0.67,-0.45
0.48,1.17,0.53,0.43,1.15,0.25,-0.08,-0.02,0.39,0.55,0.35
0.25,0.81,0.24,0.15,0.81,-0.03,-0.19,-0.27,0.12,0.33,0.20
0.17,0.65,-0.01,-0.04,0.52,-0.05,-0.22,-0.31,-0.02,0.30,0.18
0.30,0.72,0.18,0.11,0.86,0.08,-0.08,-0.12,0.22,0.46,0.31
0.13,0.48,-0.07,-0.06,0.23,-0.45,-0.62,-0.67,-0.16,-0.17,-0.20
0.12,0.14,-0.21,-0.12,0.67,-0.21,-0.21,-0.32,0.05,0.52,0.32
-0.87,-1.22,-1.39,-1.30,-1.24,-1.39,-1.00,-0.97,-1.18,-1.20,-1.09
-0.40,-0.95,-1.29,-2.01,-1.50,-1.39,-0.75,-0.29,-1.14,-0.70,-0.63
-0.54,-0.88,-0.65,-0.63,-0.40,-0.53,-0.33,0.18,-1.06,-0.28,-0.34
-0.61,-0.83,-0.70,-0.09,-0.20,-1.09,-0.69,-0.13,-1.37,-0.41,-0.34
-0.76,-0.94,-0.90,-0.76,-0.07,-1.66,-1.34,-0.65,-1.62,-1.13,-1.02
-0.10,-0.65,0.10,-0.68,-0.35,-1.00,-1.04,-0.47,-1.59,-0.93,-0.49
-0.19,-0.59,0.02,-0.40,-0.41,-0.76,-1.15,-0.74,-1.27,-0.96,-0.46
-0.00,-0.36,0.37,0.03,0.19,-0.20,-0.31,0.04,-0.50,-0.28,-0.02
-0.21,-0.43,0.39,-0.03,-0.20,-0.37,-0.59,-0.39,-0.64,-0.48,-0.19
-0.14,-0.37,0.47,-0.15,-0.07,0.09,-0.37,-0.22,-0.43,-0.42,-0.21
-0.02,-0.25,0.79,0.22,-0.09,0.51,0.44,0.58,0.06,0.18,0.33
-0.43,-0.11,0.82,0.41,-0.04,0.24,0.51,0.71,0.21,0.01,-0.10
-0.40,0.27,1.27,0.85,1.89,1.47,2.00,2.19,1.73,1.29,1.24
-1.77,0.35,1.30,0.32,1.56,1.47,2.22,2.24,1.84,1.36,1.35
-1.26,0.43,0.81,0.13,2.80,2.68,2.64,2.63,2.51,1.81,1.84
-1.22,0.20,0.63,-0.71,2.22,2.22,2.60,2.61,2.50,2.12,2.16
-1.29,-0.57,-0.34,-0.42,2.59,2.22,2.58,2.61,2.44,2.67,2.47
-1.98,-1.86,-1.81,-1.39,1.72,1.25,2.36,2.49,1.95,2.34,1.90
-1.95,-1.86,-1.89,-1.55,0.76,0.02,1.01,1.48,0.68,1.11,0.70
-2.00,-1.78,-1.91,-1.63,0.28,-0.57,0.05,0.30,-0.04,0.43,0.16
-1.56,-1.51,-1.56,-1.55,-1.13,-1.46,-0.54,-0.38,-0.50,0.06,-0.14
-1.55,-1.49,-1.56,-1.53,-0.86,-1.37,-0.72,-0.67,-0.43,0.74,0.47
-1.56,-1.45,-1.50,-1.51,-1.29,-1.30,-1.00,-0.94,-0.80,-0.15,-0.26
-1.55,-1.13,-1.29,-1.38,0.06,-0.22,0.81,0.91,1.26,1.62,1.48
-1.46,-0.48,-0.04,-1.20,0.39,0.95,1.74,1.80,1.97,2.33,2.42
-1.74,-0.81,-0.59,-0.50,0.40,1.74,2.00,2.03,2.29,2.73,2.77
-1.53,-0.09,-0.80,-0.33,0.44,1.76,1.98,2.01,2.05,2.81,2.88
-1.79,-0.45,-1.37,-0.92,0.59,1.93,2.04,2.08,2.06,2.25,2.30
-2.00,-0.43,-1.62,-1.95,-0.42,0.52,1.51,1.60,1.37,1.39,1.23
-2.53,-2.02,-2.81,-2.68,-2.13,-1.48,0.15,0.51,-0.41,0.01,-0.19
