Tra My,Kham Duc,Tien Phuoc,Nong Son,Thanh My,Giao Thuy,Cau Lau,Hoi An,Ai Nghia,Cam Le,Da Nang
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
1.54,0.94,1.74,1.85,1.29,1.32,1.00,1.38,0.58,0.66,0.60
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50,-1.50
1.32,0.82,1.54,1.70,1.30,1.20,0.72,1.05,0.53,0.46,0.43
0.78,0.06,0.79,0.80,0.61,0.35,0.66,0.74,0.20,0.86,0.83
-0.24,-0.57,0.35,0.38,0.29,0.04,0.58,0.72,0.06,0.62,0.67
-0.58,-0.93,0.43,0.13,0.15,-0.05,-0.26,0.61,0.06,0.45,0.50
1.31,0.80,1.63,1.71,1.30,1.24,0.78,1.12,0.56,0.52,0.47
1.52,0.94,2.21,1.95,1.65,1.43,0.89,1.19,0.73,0.66,0.59
1.34,0.89,1.89,1.69,1.32,1.17,0.66,0.91,0.52,0.43,0.40
1.25,0.84,1.89,1.67,1.07,1.14,0.82,1.05,0.53,0.78,0.61
1.15,0.76,1.78,1.61,0.95,1.20,0.89,1.06,0.66,0.73,0.71
1.06,0.58,1.56,1.27,0.83,0.96,0.88,1.00,0.58,0.68,0.69
1.08,0.49,1.37,1.42,0.90,0.91,1.03,1.23,0.59,0.85,0.92
0.95,0.37,1.06,1.23,0.85,0.90,0.89,1.04,0.54,0.81,0.86
-0.55,-0.83,0.32,0.14,0.11,-0.01,-0.22,0.66,-0.01,0.47,0.53
-1.19,-0.96,0.21,0.30,0.30,0.34,-0.61,0.63,-0.36,0.24,0.08
-0.62,-0.59,0.54,0.68,0.32,0.62,-0.40,1.04,-0.01,0.72,0.33
